HS Section,HS Chapter Code,HS Chapter,2015 / 01,2015 / 02,2015 / 03,2015 / 04,2015 / 05,2015 / 06,2015 / 07,2015 / 08,2015 / 09,2015 / 10,2015 / 11,2015 / 12,2016 / 01,2016 / 02,2016 / 03,2016 / 04,2016 / 05,2016 / 06,2016 / 07,2016 / 08,2016 / 09,2016 / 10,2016 / 11,2016 / 12,2017 / 01,2017 / 02,2017 / 03,2017 / 04,2017 / 05,2017 / 06,2017 / 07,2017 / 08,2017 / 09,2017 / 10,2017 / 11,2017 / 12,2018 / 01,2018 / 02,2018 / 03,2018 / 04,2018 / 05,2018 / 06,2018 / 07,2018 / 08,2018 / 09,2018 / 10,2018 / 11,2018 / 12,2019 / 01,2019 / 02,2019 / 03,2019 / 04,2019 / 05,2019 / 06,2019 / 07,2019 / 08,2019 / 09,2019 / 10,2019 / 11,2019 / 12,2020 / 01,2020 / 02,2020 / 03,2020 / 04,2020 / 05,2020 / 06,2020 / 07,2020 / 08,2020 / 09,2020 / 10,2020 / 11,2020 / 12,2021 / 01,2021 / 02,2021 / 03,2021 / 04,2021 / 05,2021 / 06,2021 / 07,2021 / 08,2021 / 09,2021 / 10,2021 / 11,2021 / 12,2022 / 01,2022 / 02,2022 / 03,2022 / 04,2022 / 05,2022 / 06,2022 / 07
Live Animals; Animal Products,1,LIVE ANIMALS,58.38368,110.536371,47.745958,22.559207,21.669783,11.120486,8.809636,13.732734,33.084074,26.810954,22.834689,17.862622,13.47487,15.960853,19.49126,11.884776,14.104673,11.747656,10.497884,28.891499,31.003542,8.702964,69.527059,54.565059,25.552529,44.067811,19.463125,22.067434,29.47963,2.776365,19.706577,24.435011,34.986783,73.709253,50.440965,59.482268,94.885574,55.582808,10.780977,8.87834,7.772568,7.94431,11.205744,22.503639,22.63157,20.313558,20.291679,48.627783,28.246315,18.46529,40.363842,19.263494,14.061787,8.59209,16.004062,16.311606,24.033248,16.777294,13.852977,21.073538,40.118649,26.184678,13.998191,34.777709,20.813146,22.356709,35.829564,21.275526,34.384653,26.863423,18.670283,17.829552,29.116557,19.376246,22.04021,19.328236,15.080109,21.246791,22.230179,25.840816,32.848086,30.822109,25.023906,44.478069,34.370444,24.639413,25.078433,13.617995,12.219713,18.310563,15.772806
Live Animals; Animal Products,2,MEAT AND EDIBLE MEAT OFFAL,40.673556,42.163383,44.269077,35.477638,38.972268,49.343233,42.473643,44.209432,49.643083,48.343447,60.032102,56.546489,53.375409,53.031261,66.63554,52.519987,52.212066,69.140649,39.799862,49.244583,40.510842,59.829412,56.739954,77.622117,65.274873,48.011298,59.581815,53.084376,73.339706,47.567258,54.226151,43.882533,35.60844,61.57395,55.286593,42.183632,34.485121,37.103072,43.216813,40.035371,49.060484,35.399233,40.458394,29.6641,38.266771,46.533605,48.064799,49.839512,44.652779,58.451543,64.991961,62.379213,71.71621,44.583275,50.190601,42.557436,42.54044,50.933048,62.548599,56.926548,78.502807,44.720504,55.769156,48.706023,40.160369,39.208683,38.279227,39.314446,40.158761,39.06057,39.256699,41.697606,43.666546,40.663708,55.369588,54.583992,45.994521,42.974183,40.775009,46.947458,45.040266,45.085679,45.008401,50.402526,52.972264,49.029797,53.606813,58.965594,49.930036,53.809655,49.415545
Live Animals; Animal Products,3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",49.414709,38.360411,22.759486,11.243488,12.154283,10.146856,4.455506,13.307408,19.478394,41.411729,62.459791,72.18766,38.586454,33.056095,17.379251,22.44925,25.422129,23.350013,7.76992,46.443831,46.773526,78.981099,108.012633,40.545649,23.360952,50.191065,22.549701,23.025393,14.2076,40.263284,150.977729,168.034856,92.592,49.339159,171.461249,192.253846,45.787672,14.167006,28.520311,25.496669,52.130302,168.443069,67.137901,28.321805,80.818371,58.953841,55.978133,497.738251,55.210291,17.834729,16.553465,32.306834,11.855574,12.103088,82.911815,61.427935,29.560587,32.251479,150.034844,50.079112,28.400372,17.380115,19.735542,17.184269,14.73263,17.074685,21.152787,19.109034,35.385038,49.265807,59.331984,20.775597,23.703035,55.962077,39.606124,29.202255,20.089849,25.231324,32.166168,25.957218,53.810605,83.471222,106.730256,24.056752,26.77933,76.527176,22.195748,68.873538,18.01289,57.223222,61.95362
Live Animals; Animal Products,4,DAIRY PRODUCE; BIRDS' EGGS; HONEY; OTHER EDIBLE PRODUCE,367.620282,356.054733,373.552854,387.403016,414.184049,402.486893,354.006668,360.029252,355.379127,393.214258,371.672283,377.562001,370.3087,348.740495,403.284915,404.647396,436.058524,397.662161,330.783043,369.50108,339.80173,413.492029,393.164185,373.05953,367.191808,331.791553,417.258978,402.227245,436.42453,322.636069,302.252764,335.035182,296.328028,354.131998,332.837969,366.798573,342.299281,324.206351,359.221217,407.586754,426.95266,308.536942,300.417837,285.513554,334.719548,363.275168,316.725629,340.303298,340.957035,322.044793,376.103763,432.004165,431.753044,296.388825,337.142751,311.002568,320.5805,404.964993,325.83026,345.949465,360.03973,331.467425,405.068684,387.250672,320.359826,344.300105,377.321478,326.224838,345.961277,347.086329,323.552448,321.716742,317.062079,320.235401,361.682817,376.835418,301.951143,293.600634,286.800189,309.373686,338.109958,354.01678,326.994355,397.045211,336.948493,312.04175,373.069469,362.708841,324.493302,311.909899,283.121321
Live Animals; Animal Products,5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE CLASSIFIED",0.317878,0.28572,0.121905,0.066288,0.131172,0.206475,0.059493,0.100887,0.058815,0.0598,0.259444,0.104212,0.016846,0.112751,0.153961,0.060637,0.106431,0.000101,0.014625,0.010125,0.118207,0.067804,0.16885,1.110644,3.788729,0.002775,0.082688,0.045615,0.081064,0.027,0,0.009006,0.019845,0,0.028125,0.022272,0.00019,0.030332,0.007461,0.012126,0.020739,0.04635,0.090154,0.024412,0.03077,0.042,0.403674,0.006975,0.418341,0.00008,0.01471,0.015548,0.00675,0,0.044145,0.007339,0.0001,0.059006,0.297638,0.0008,0.0005,0.655875,0.020792,0.000111,0,0.034403,0,0.00105,0,0.076548,0.04662,0.025221,0.430182,0,1.89485,0.237659,0.053846,0.065903,0,1.418528,0.1197,0.0072,0.215712,0.000094,0.00003,0.308225,0.056759,0.053818,0.257763,0.202242,0.004106
Plant Products,6,LIVE TREES AND PLANTS; BULBS AND THE LIKE; ETC.,0.911669,0.274224,1.633249,1.094519,0.217395,0.253864,0.022682,0.473492,0.200625,0.476122,0.00069,0.466858,0.522,0.3382,0.864541,0.75539,0.578523,0.415677,0.224121,0.516699,0.0307,0.194844,0.305188,0.761451,1.502985,0.328821,1.854788,0.481796,0.445624,0.004322,0.147088,0.787746,0.092983,0.25839,0.79182,0.790401,0.20765,0.360543,1.107463,0.465908,0.595451,0.118753,0.34755,0.43118,0.264963,1.75545,0.95261,1.186902,2.084025,2.75368,3.236416,3.439582,5.835643,4.399648,6.091363,1.013369,0.04855,1.868075,0.962942,6.786326,0.507162,1.804602,1.045004,0.05715,0.0225,0.0207,0.0249,0.0032,0.078925,5.87214,0.646569,17.522926,10.777096,4.478797,3.778872,1.147603,0.687935,6.496535,0.134415,0.30252,2.37634,2.780735,3.60812,5.249063,4.947539,2.658073,1.022801,1.465022,0.450432,4.290805,0.304574
Plant Products,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,19.103542,18.134138,18.977987,18.891019,21.809293,20.983578,22.63567,22.91358,21.885147,23.508523,28.917655,35.475469,22.445506,18.049948,18.616327,17.279436,20.603757,21.160279,22.002427,25.653752,20.814488,23.866664,20.939207,26.389126,26.916016,22.311036,24.320728,20.148662,25.120484,19.379152,16.186441,17.972126,17.478528,17.466817,17.403881,15.798757,9.788963,8.732584,9.785574,9.92906,9.174975,10.963478,14.253719,13.65569,15.935357,11.764272,13.038705,14.597913,15.470929,13.481986,13.27015,12.89707,12.219314,10.017045,13.929011,11.500208,10.962679,10.61995,9.711703,10.067857,9.040537,10.388557,12.865219,11.588424,6.909274,10.393967,11.492103,11.538683,11.791056,9.709374,9.291161,13.325851,15.602832,11.206739,13.586125,7.553994,9.780959,10.586713,15.85908,11.811333,10.106172,10.284683,6.962725,6.79794,9.057706,9.305478,11.347047,7.695924,8.09166,9.298608,8.896648
Plant Products,8,EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUITS,53.710337,60.375356,70.730505,81.414047,110.939724,82.101498,36.926009,44.488257,49.516901,64.031547,65.997341,61.140103,65.562678,64.817562,80.250154,109.388626,131.188088,69.523623,28.892461,34.454203,45.861347,79.975967,70.927006,67.662145,74.174426,70.636518,127.739034,135.073534,156.24084,39.945953,37.308286,39.081998,53.859215,79.869253,83.362668,96.112976,67.484091,74.631881,126.581916,158.985521,113.049599,30.413672,31.789895,38.270699,76.642272,97.540104,97.0227,91.076239,88.467218,91.360496,153.441522,192.453946,81.831543,26.593442,33.828271,27.075645,82.087963,105.474221,101.643717,105.858993,106.85756,142.576637,223.180088,135.228442,53.461139,36.364969,43.900668,48.719438,73.361189,83.830261,113.514447,109.356164,133.318793,185.192008,254.267734,122.269209,43.848111,50.270966,40.284116,65.143705,89.061932,123.806407,126.565906,157.12076,174.553216,180.468418,249.180731,81.277285,40.320097,46.091005,34.334529
Plant Products,9,"COFFEE, TEA, MATE AND SPICES",18.418165,18.057861,24.577387,18.671116,20.192732,17.858782,14.40234,22.365624,13.380003,11.961451,24.40988,15.749583,22.721568,13.013847,17.795162,25.492796,20.385569,10.174897,2.596757,16.353453,4.755224,19.093145,11.174196,11.508359,16.213538,7.670509,12.860243,9.955554,13.52886,6.243967,12.494965,7.67843,11.093318,14.084156,13.370747,11.605749,11.486348,10.087612,18.905901,17.984547,12.189137,7.994281,18.051561,18.124187,8.686302,9.661316,14.233332,11.440636,14.864524,12.793277,17.767726,14.43075,16.199251,11.624981,17.535919,24.22706,19.763713,11.043471,8.991478,12.746819,16.61335,12.860009,18.96731,14.221944,10.012351,26.196812,25.089445,13.662437,19.01682,10.560688,19.441039,17.958768,24.478016,16.043352,24.243125,15.831478,9.723951,12.087301,13.984432,9.837039,17.732148,16.41894,12.534499,24.029273,22.504506,18.496343,24.683858,13.055875,7.725134,23.561955,17.804073
Plant Products,10,CEREALS,8.218608,2.268739,2.944336,3.181426,3.399969,3.63042,2.005127,2.975567,2.839998,2.527764,3.553915,6.074697,4.163722,3.277532,3.040221,3.019803,3.897049,6.599666,3.322941,4.183116,2.561485,3.020122,3.117694,2.430259,8.014079,3.784079,6.909847,5.592454,8.612176,6.178993,2.542208,2.899753,2.954159,4.768802,6.333737,6.75859,3.567807,5.012891,4.860529,7.421773,7.974724,2.215688,2.052664,1.718375,1.658603,3.170611,2.918012,2.594373,1.212327,2.377421,2.960425,7.36038,3.839392,4.183781,2.072352,1.204902,1.034422,1.50665,1.491694,1.242821,1.288389,1.704049,3.688521,4.10187,4.141729,0.702332,1.43655,1.065125,0.755793,0.609224,1.129847,0.740512,1.170314,1.593602,1.734948,1.133898,1.064859,0.884188,1.31925,0.602984,0.872585,1.250733,1.552588,1.263579,1.779517,1.202192,1.571894,1.706263,1.302819,2.466537,1.293966
Plant Products,11,MILLING PRODUCTS; MALT; STARCHES; INULIN,2.292113,2.51388,2.676256,3.179166,3.806065,1.927035,1.604166,4.406071,1.994188,2.488614,2.864639,2.439777,2.590716,2.541387,4.543988,3.861872,4.057808,11.187839,2.837513,4.092914,4.68274,4.363468,4.237591,3.289156,5.131629,4.527843,5.256786,7.960799,5.900334,5.014788,2.723997,2.770337,2.585948,3.24516,5.021875,3.551382,4.256027,4.538079,3.810854,7.365182,7.589758,2.835209,3.693457,3.385684,2.874306,2.653765,3.374445,3.38293,5.77744,3.349079,4.166409,4.659154,4.344713,2.534605,4.70237,2.445837,2.419061,2.903313,2.250973,3.029555,3.373672,3.002299,4.761606,2.852682,2.710787,3.123617,2.577175,3.253825,3.704356,3.718935,3.515031,2.663986,1.926009,6.073465,8.43618,2.666899,3.356848,2.971137,3.369358,2.003968,3.165712,5.126969,4.579435,4.748041,5.530748,5.136655,6.892023,5.437093,6.682152,5.446378,3.335
Plant Products,12,OIL SEEDS; MISCELLANEOUS GRAINS AND FRUITS; STRAW,0.43216,2.049746,0.854259,1.234922,1.486707,1.572943,0.946322,0.744203,1.935082,1.927769,0.66798,1.754209,0.700483,0.824041,1.45171,1.318691,0.549292,0.972189,0.302157,0.497172,0.871843,0.707493,1.126175,1.363307,0.752724,0.725356,1.218352,1.210536,1.355422,1.20684,0.367401,1.354478,0.375874,1.891694,0.842229,0.848225,0.626785,1.244931,1.710634,1.158819,3.083643,0.367937,1.877841,1.049657,0.530949,2.724735,0.535008,2.612433,1.570388,1.537062,1.33924,0.909887,1.026898,0.644308,1.160898,1.246161,0.545205,0.860596,0.774087,0.547493,0.824687,2.095274,0.743721,2.071508,0.88226,1.151775,1.493283,2.740391,1.297169,1.98824,1.62891,0.841029,0.516081,1.193614,3.169523,1.828267,1.727911,1.247479,2.19959,2.549129,1.807607,3.651668,2.89319,3.633709,2.60244,1.804363,3.731133,4.376998,0.930104,3.522309,0.823746
Plant Products,13,"LACS; GUMS, RESINS AND OTHER VEGETABLE SAPS",0.845867,0.843663,1.015619,0.355908,1.13572,0.681589,0.159245,0.925192,0.549556,0.339396,1.707261,0.863147,1.573144,1.534175,1.118037,4.379208,0.467555,0.684696,0.737586,1.729622,0.757034,2.866301,0.738697,1.375893,1.554497,1.113941,0.633601,4.014021,1.365511,6.743597,0.69791,1.693681,1.702786,0.691857,0.38277,0.616728,1.381065,0.800919,3.268229,1.727415,0.184519,0.68816,0.975958,0.68829,1.289764,2.428908,1.552649,1.070067,2.504792,1.373472,3.069287,1.413872,1.846831,0.684828,2.129741,1.458325,1.234896,1.92155,1.221952,2.594666,1.618427,3.723899,2.491569,1.041128,0.935826,2.945276,1.208098,0.919884,1.50664,1.402383,2.022574,1.463065,2.482163,2.496644,3.334451,2.600682,0.750507,3.261861,1.976657,1.127958,1.573208,2.422556,3.280578,1.941508,2.002893,3.495276,4.930519,5.089621,3.073551,5.608695,1.617182
Plant Products,14,VEGETABLE PLAITING AND OTHER VEGETABLE PRODUCTS,0.355807,0.51466,0.099621,0.169723,0.313667,0.475837,0.086637,0.090449,0.07825,1.012681,0.249991,0.139879,0.201079,0.021266,0.315387,0.215736,0.258757,0.465952,0.0016,1.465028,0.008167,0.318387,0.01323,0.05505,0.113451,0.046643,0.639393,0.185204,1.102859,0.15456,0.899936,0.114659,0.130262,0.206325,0.017427,0.064002,0.037715,0.041445,0.036709,0.00435,0.435438,0.00729,0.01116,0.023684,0.026748,0.007266,0.010316,0.053964,0.00145,0.038831,0.734012,0.0103,0.057135,0.006058,0.127088,0.00025,0.136116,0.035709,0.684265,0.294449,0.041858,0.00008,0.244278,0,0.010581,0.033972,0.010471,0.269559,0.341151,0.382623,0.991316,1.175303,0.013636,0.02245,0.081034,0.2961,0.139417,0.123702,0.0014,0.008963,0.000704,0.00096,0.001209,0.198503,0.114247,0.043491,0.020563,0.029177,1.183297,0.332895,0.001725
Animal and Vegetable fats; oils; waxes and Their Products;,15,"ANIMAL OR VEGETABLE FATS, OILS AND WAXES",65.163892,87.471119,95.294787,80.176714,90.684114,71.223357,85.706703,71.069294,52.95768,79.694615,70.276118,70.517357,71.54151,79.112983,81.506479,98.089192,103.973678,78.130311,73.332911,77.897662,58.6972,83.902939,63.720612,119.351608,71.690307,73.391244,91.691815,101.096912,83.151712,56.423126,65.862077,61.779282,53.742267,54.993153,68.407824,62.510615,66.324103,50.230158,75.320654,65.244484,64.629115,42.773885,88.230127,47.456625,71.096202,88.072975,78.890394,81.550154,58.470085,61.615995,89.110214,81.340276,65.871604,41.489145,58.588,60.411325,84.924246,89.950975,63.96831,94.226322,73.913648,76.484348,87.098904,76.44292,46.892034,75.564498,62.998335,59.14749,90.151769,76.901483,62.248124,73.765255,96.701062,86.439506,138.525173,110.179793,136.046396,124.299259,103.773595,103.66427,133.085396,149.1505,130.412309,135.82678,198.309276,151.604809,181.457591,184.217564,158.495483,215.818542,154.865924
Prepared Foodstuffs; Beverages and Vinegar; Tobacco,16,"PREPARATIONS OF MEAT, FISH OR CRUSTACEANS",30.188201,30.780562,26.10216,33.547417,33.308585,27.306183,22.639088,28.077888,25.122544,31.430781,26.734126,27.699494,25.063282,27.502105,23.130433,26.263185,34.221817,23.909681,18.005095,26.638493,22.696917,29.234242,30.220227,33.102682,32.05767,30.489989,34.247288,29.078626,30.463704,22.106891,29.151907,30.964011,32.267003,36.205998,29.941898,32.882182,34.683984,37.283611,29.920643,28.774005,29.001201,23.891312,28.154286,21.699578,25.987731,25.252603,34.903315,32.956313,32.599859,23.493886,31.047527,26.784938,28.543265,22.720602,26.36979,24.149656,22.375333,19.201603,24.021947,22.590098,21.777334,20.443589,17.658528,10.853617,13.086251,12.336705,16.017009,18.938398,20.630177,23.065525,22.076748,26.488204,28.493175,22.507647,24.011038,18.075648,22.140406,26.11499,26.020551,27.050369,24.584343,34.59703,25.328172,27.419187,31.874658,24.470762,25.086224,32.426235,23.141274,31.131355,21.079824
Prepared Foodstuffs; Beverages and Vinegar; Tobacco,17,SUGAR AND SUGAR CONFECTIONERY,78.6337,72.739649,90.476423,69.687194,64.357936,64.075667,56.983356,55.697744,45.100509,68.029661,65.675993,62.651101,65.909602,71.537569,71.916523,73.246281,71.244596,70.579247,77.057065,73.680414,69.123268,92.504324,94.72094,91.788959,81.500534,72.592886,74.89733,78.810755,81.83403,72.277305,86.450308,95.225232,70.9087,60.428233,53.732792,56.897299,74.25329,69.217744,77.011637,87.395544,77.043339,51.269218,71.466527,76.356487,66.083912,75.090544,75.128748,55.083878,64.623826,67.678562,63.410798,75.813551,78.028215,74.326837,83.297272,67.741442,77.050226,77.465101,85.035406,90.546708,77.175108,84.130114,88.848592,60.530451,70.172246,83.537238,76.453514,65.058205,76.529709,68.661064,71.450578,96.302126,100.803811,107.600556,103.515332,95.396703,109.460392,94.126402,102.294342,89.539318,101.883904,140.846085,192.724794,130.711236,114.405661,122.675505,139.733539,194.738239,149.118237,211.247082,165.630674
Prepared Foodstuffs; Beverages and Vinegar; Tobacco,18,COCOA AND COCOA PREPARATIONS,8.586406,8.044757,5.869944,5.651281,9.055493,7.39411,2.864648,6.062738,5.832623,17.513419,7.927608,4.9541,4.547294,7.934648,6.096915,11.467687,9.783056,6.39008,8.906496,13.659124,9.359083,11.817726,19.164028,11.910312,11.510969,10.951062,12.988317,10.896828,9.778188,7.43877,11.480658,17.815786,9.74244,19.258362,22.031059,22.666582,19.404953,17.465911,21.247044,19.360751,24.452244,15.022191,20.922081,13.909292,18.564543,24.272256,17.207529,18.908031,19.790042,22.839064,18.20394,23.013488,25.379257,14.674067,20.143699,16.048986,21.099233,21.529317,19.212046,22.538194,12.922842,15.275545,22.413289,20.512426,18.292106,22.922974,12.792714,15.101209,21.143829,27.426314,24.274064,22.532614,16.871523,20.502252,16.72729,18.890492,16.598596,20.515309,16.805594,22.04369,22.966179,19.108541,22.19303,23.646899,26.075146,21.926929,27.060376,23.49348,18.9446,23.530524,20.099162
Prepared Foodstuffs; Beverages and Vinegar; Tobacco,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK",179.458169,163.932505,183.598949,170.09625,185.850611,146.933011,122.318691,154.129853,150.997777,189.118963,164.664119,165.106333,164.232473,172.827438,168.059607,164.999454,159.029112,133.908719,112.783179,158.706558,137.274608,163.477818,158.951273,176.299344,160.92202,153.017066,178.324783,166.611989,150.162197,111.594525,121.209875,138.419763,137.716949,155.548666,154.831364,141.812928,112.840757,122.709778,150.710385,133.237179,136.061566,107.723283,135.859729,127.570664,145.436654,158.962679,149.036544,147.880935,154.488735,150.67212,181.736492,170.643824,156.867837,118.179877,154.166015,132.589146,181.851109,167.127839,180.363054,190.867343,167.812631,176.233272,193.079369,158.070431,123.910463,179.537007,177.63864,177.987032,172.220107,173.641752,178.658261,181.820277,183.780332,205.817931,229.654764,183.117583,154.034518,165.986047,158.541219,285.588859,243.405099,216.706749,224.711374,225.030292,238.704074,226.968615,263.009136,215.791493,184.592655,204.153811,197.491564
Prepared Foodstuffs; Beverages and Vinegar; Tobacco,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS",145.472615,142.932538,178.930624,170.719361,212.65892,191.258822,144.927022,158.353675,120.898295,152.165973,139.813511,106.943109,113.799361,109.071714,159.075558,167.557578,209.691019,160.767645,105.086503,131.957046,123.638073,126.914027,110.542242,105.766462,109.916404,89.796719,146.346762,166.198056,185.307704,107.329128,106.59437,116.239817,111.165401,116.099105,93.24169,95.06998,103.611972,114.262859,140.254298,163.188943,151.271595,99.861859,123.626872,98.226573,122.871086,107.201425,89.374212,103.898013,109.965529,103.694798,153.762311,171.468122,122.338884,104.736923,121.755544,94.483368,111.613866,108.755763,97.308318,86.287881,89.522098,100.845995,130.346571,127.13567,91.754702,87.94979,100.438959,104.922383,105.835049,98.439987,88.904547,81.412689,91.156907,99.928266,143.885102,129.33239,84.034233,102.433617,89.484861,99.417428,101.35378,106.233824,97.712912,94.508201,95.296484,105.131249,141.827235,99.921227,93.986659,105.279347,95.635517
Prepared Foodstuffs; Beverages and Vinegar; Tobacco,21,MISCELLANEOUS EDIBLE PRODUCTS,20.649149,18.879519,20.635892,31.450039,30.837233,22.129745,16.917096,20.226104,18.160607,20.894957,20.850309,21.917815,28.490644,16.280588,39.030169,31.045338,23.229897,18.030029,13.312689,17.641991,12.462518,21.826188,17.908634,22.604471,13.427132,14.093396,25.98106,29.452525,23.754337,16.982642,15.75392,17.011963,17.399084,25.911905,23.000573,22.131411,21.093867,15.353059,25.463495,47.168733,22.073535,12.800673,16.939941,14.31572,19.02698,23.276387,30.191581,28.497859,30.364479,29.692548,33.081149,22.302814,23.947864,13.780862,21.203582,16.063747,23.313677,18.271538,27.765504,24.050437,22.358269,29.499058,41.442433,23.218285,16.775651,23.384698,24.910216,17.746041,30.224873,28.323301,44.111335,30.288052,19.02659,37.984011,50.390895,22.625572,15.166338,21.274209,19.164168,23.101214,21.005513,28.17959,24.029921,27.793882,29.923338,39.514086,42.762401,32.542046,24.409233,27.466751,27.10434
Prepared Foodstuffs; Beverages and Vinegar; Tobacco,22,BEVERAGES AND VINEGAR,53.614402,62.710042,78.325213,59.650458,74.643041,82.647537,73.36438,89.613062,68.471294,88.916573,70.207427,54.299117,52.102108,44.127314,60.667324,67.095102,67.975468,56.374918,51.270489,65.644576,50.719277,67.224777,52.395817,52.773489,42.804495,49.459896,78.686848,55.714497,59.910234,32.071416,53.156243,65.582515,43.335699,51.82809,35.940754,28.068215,21.030414,33.228256,38.447929,49.166705,56.873253,25.83918,63.177669,33.738611,36.615424,46.424634,40.267987,47.624659,46.779008,38.501899,41.539912,52.331455,51.6152,42.017853,60.309019,43.698937,51.614051,51.59405,37.763453,34.699834,31.304334,48.441165,75.74265,48.208039,34.107464,51.681484,57.471301,64.122675,92.637169,65.596049,48.321648,53.516308,43.804968,49.499604,54.748296,57.430066,49.966264,67.89273,64.86853,81.939696,66.44406,100.353857,60.343778,58.273413,46.038055,52.114288,72.632006,61.875218,64.051502,90.412462,71.000815
Prepared Foodstuffs; Beverages and Vinegar; Tobacco,23,RESIDUES FROM FOOD INDUSTRIES; ANIMAL FODDER,6.591049,5.837179,11.195058,7.66484,9.517945,5.586772,7.688215,7.490562,7.059339,6.881267,8.072449,6.263424,6.094194,7.136364,6.571185,6.939644,14.466576,8.658263,6.775987,10.779826,5.820094,9.586392,9.307037,6.768285,8.329487,7.119114,7.789634,8.246935,11.945963,8.18674,10.978524,9.619266,8.453248,12.769851,12.202267,8.186286,6.203128,6.159405,7.353186,12.038863,10.219907,6.542026,15.801932,15.926722,21.592691,15.415846,12.698942,9.818172,11.642594,8.984224,14.079491,11.641224,13.245698,10.952442,14.490323,12.927758,14.122183,19.915871,10.079786,12.12237,10.420308,12.357394,16.688169,12.130093,14.041121,18.510241,15.156051,13.935758,11.682156,13.462233,11.022786,15.05806,9.863098,16.460692,15.335138,16.9257,14.345348,20.625768,16.078601,20.824923,15.888425,16.556981,17.177811,20.424779,13.610259,20.020283,22.849117,20.134072,20.841632,26.258888,46.5927
