HS Section,HS Chapter Code,HS Chapter,2015 / 01,2015 / 02,2015 / 03,2015 / 04,2015 / 05,2015 / 06,2015 / 07,2015 / 08,2015 / 09,2015 / 10,2015 / 11,2015 / 12,2016 / 01,2016 / 02,2016 / 03,2016 / 04,2016 / 05,2016 / 06,2016 / 07,2016 / 08,2016 / 09,2016 / 10,2016 / 11,2016 / 12,2017 / 01,2017 / 02,2017 / 03,2017 / 04,2017 / 05,2017 / 06,2017 / 07,2017 / 08,2017 / 09,2017 / 10,2017 / 11,2017 / 12,2018 / 01,2018 / 02,2018 / 03,2018 / 04,2018 / 05,2018 / 06,2018 / 07,2018 / 08,2018 / 09,2018 / 10,2018 / 11,2018 / 12,2019 / 01,2019 / 02,2019 / 03,2019 / 04,2019 / 05,2019 / 06,2019 / 07,2019 / 08,2019 / 09,2019 / 10,2019 / 11,2019 / 12,2020 / 01,2020 / 02,2020 / 03,2020 / 04,2020 / 05,2020 / 06,2020 / 07,2020 / 08,2020 / 09,2020 / 10,2020 / 11,2020 / 12,2021 / 01,2021 / 02,2021 / 03,2021 / 04,2021 / 05,2021 / 06,2021 / 07,2021 / 08,2021 / 09,2021 / 10,2021 / 11,2021 / 12,2022 / 01,2022 / 02,2022 / 03,2022 / 04,2022 / 05,2022 / 06,2022 / 07
Paper-making Material; paper and Articles Thereof,48,PAPER AND PAPERBOARD; ARTICLES THEREOF,212.068281,238.67468,256.884382,268.346926,246.374334,252.584181,198.635701,224.599078,190.308375,239.241365,249.767138,198.112297,193.134101,208.094248,209.408596,238.261556,245.40413,184.705614,166.831198,214.760679,147.994663,212.108469,201.373629,239.965093,186.788563,171.408034,196.558186,205.260648,191.025903,171.981623,183.528065,173.851856,172.33698,180.313211,174.383375,223.91348,163.419943,185.645166,249.301801,214.446957,216.270516,177.38365,228.477481,171.380166,217.327482,213.140115,230.520079,271.301629,177.758144,171.999055,197.517826,228.42205,258.300958,164.989901,194.302227,183.731624,195.466754,205.077047,190.636233,214.790407,172.074567,221.249173,226.706472,224.620125,137.761011,182.40759,233.205814,174.541848,163.897221,226.836891,176.077263,210.235707,143.046569,172.147377,233.331257,186.311093,201.095762,249.053881,179.045526,201.406755,201.555708,210.867869,313.309582,320.418775,177.039584,185.939485,201.909529,239.440891,225.00264,262.797231,191.528736
Paper-making Material; paper and Articles Thereof,49,"PRINTED BOOKS, NEWSPAPERS, PICTURES AND THE LIKE",16.323262,6.384032,5.534111,5.532669,7.302859,5.886312,3.246141,13.419103,5.64814,8.871261,11.132805,10.226693,19.900899,7.354127,9.765093,5.853789,13.227738,7.687916,17.639255,4.010724,5.98883,12.154272,5.072696,8.72905,8.822196,7.23621,11.104848,9.675197,4.978885,2.784267,3.0524,12.154357,6.077597,10.163777,3.268164,3.144667,2.482935,2.940879,4.870078,5.589648,5.122363,2.637632,2.983272,3.563181,6.15543,7.548812,4.81682,6.456091,5.114514,7.53704,4.011194,5.324638,5.970128,5.212824,8.038216,2.61496,4.672762,7.619018,16.099666,7.579094,2.860964,3.794814,2.285634,0.324862,1.793118,0.982342,2.163966,3.230994,2.83559,12.26191,8.344145,4.665598,2.882849,1.862307,3.53397,3.618129,5.44546,3.20189,3.567442,4.266711,7.808423,7.622588,6.724704,3.062812,8.250927,7.9834,6.31039,3.36275,5.717214,3.804745,4.125045
Textiles and Textile Articles,50,SILK,0,0.00325,0.00291,0.00096,0,0.0072,0,0,0,0,0,0,0,0.000318,0.091913,0,0,0,0,0.038004,0,0.044929,0,0,0,0,0,0,0,0,0,0,0,0.492571,0,0.250302,0,0,0.0001,0,0,0,0,0,0,0,0,0,0.029441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001875,0,0,0,0.02929,0,0.0072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000143,0.00555,0.001967,0,0,0,0,0
Textiles and Textile Articles,51,"WOOL, ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC",2.62541,1.159907,1.38595,1.544973,1.568827,3.228619,2.002456,2.269921,1.44112,1.260687,0.844267,1.299703,2.417417,2.121311,1.184724,2.463474,3.185914,2.23392,2.114457,2.796289,0.479898,1.922255,1.723722,2.670438,1.884624,1.501382,2.971931,1.532478,2.446908,0.970645,1.358347,2.066251,1.444678,2.794429,1.788138,1.199048,1.469063,1.637854,1.18607,1.191674,1.145852,0.82443,0.628339,1.248299,0.636195,1.096138,0.635194,0.623977,0.56914,0.815945,0.299445,0.992963,0.86513,1.241072,1.155478,0.461458,0.992941,0.768258,0.678564,0.796358,0.370624,0.840497,0.218158,0.204573,0.037698,0.412171,0.843861,1.149182,1.036818,0.784233,1.370264,0.686775,0.657945,1.259266,0.603134,1.042129,0.86378,0.940354,0.495747,1.275914,0.561985,0.316076,0.343269,0.645536,0.166086,0.638733,1.521137,0.544504,0.700039,1.049444,0.603386
Textiles and Textile Articles,52,COTTON,3.509071,1.304242,2.043096,1.784283,3.36588,3.563104,6.196429,5.485149,3.196855,4.186589,5.360134,5.70747,0.830015,2.741555,0.907909,2.27765,3.786631,3.244516,1.913465,2.241596,1.315402,3.263254,2.917153,3.532573,2.459936,2.496944,2.125042,2.729801,1.709549,1.682753,2.668395,10.489061,5.721932,5.703163,7.544088,5.055701,1.828662,1.618599,1.033858,1.409666,1.345511,0.520456,0.794566,0.31941,1.212203,0.935465,0.737326,0.118164,0.025999,0.229236,0.651164,1.862342,0.582404,0.580803,0.191219,0.139414,0.558229,0.28738,0.781383,0.577863,0.61475,1.211622,0.978245,1.77089,2.032884,1.174359,0.931358,0.57781,0.290091,0.379133,0.397824,0.195714,0.096869,0.482643,0.252182,0.04717,0.055013,0.017891,0.179263,0.138161,0.428129,0.473083,0.067133,0.018607,0.682038,0.445974,0.618588,0.122072,0.284705,0.041095,0.097539
Textiles and Textile Articles,53,OTHER VEGETABLE TEXTILE FIBERS; PAPER YARN,0.673996,0.526683,0.345577,0.378222,0.871636,0.0207,0.38977,1.494037,0.339518,0.00125,0.303732,0.01512,0,0.033404,0.051404,0.0285,0.061237,0.329434,0.084351,0,0,0.115262,0.318135,0.279315,0.08951,0.134513,0.263512,0.283601,0.270884,0.35,0.529634,0.0023,0.163197,0.487957,0.0142,0.0003,0.231248,0.081305,0.067714,0.0068,0.0063,0.185403,0.0005,0,0.01085,0.0005,0.0001,0.0003,0.0001,0.006938,0,0.0165,0.061689,0,0.115837,0.00125,0.00112,0,0.0045,0.063282,0.0012,0,0,0,0.579686,0,0.228669,0,0.013001,0.003519,0.01704,0.163557,0.067271,0,0.139299,0,0.025755,0,0,0,0.000418,0.00456,0,0.051525,0.040535,0.0321,0.00396,0.00046,0,0,0
Textiles and Textile Articles,54,MANMADE FILAMENTS,29.251192,23.796815,28.185855,33.904761,29.016529,22.183362,20.695438,31.175771,20.33255,33.607919,24.254771,38.367009,15.845138,15.952365,17.193776,16.513608,20.440054,6.57499,6.903801,13.17309,8.369087,9.490101,9.42634,15.006662,12.554526,13.307758,19.526937,25.310489,17.681225,15.230936,13.661869,16.288517,11.409665,11.401042,10.506517,10.731521,17.581249,18.789578,18.218775,18.765147,22.43293,14.208914,33.710115,24.709919,31.200422,26.849028,26.293052,39.728309,37.84565,44.584935,48.145384,48.241155,46.248192,32.117422,45.534769,39.498945,41.432847,30.449337,29.464564,38.096142,33.012014,45.023138,36.599068,19.73458,31.361342,38.285166,41.030187,40.436052,38.536304,36.696171,42.245818,47.116721,50.57906,41.393266,64.999641,54.66342,54.147244,57.139418,73.494086,59.910836,53.315988,67.539299,61.796552,68.55939,46.892224,64.830014,65.335807,65.584529,78.725921,65.17849,62.354007
Textiles and Textile Articles,55,MANMADE STAPLE FIBERS,17.78891,18.097678,24.05706,22.40726,19.585968,24.360127,20.023397,28.912196,13.016813,30.455639,18.697267,23.80142,16.916964,17.577352,27.333864,27.166171,27.874689,17.978245,12.444156,20.625368,10.842352,15.539006,13.456,16.13698,18.220335,18.648428,22.29237,24.816125,27.171488,24.480293,23.128246,22.22479,15.886236,22.760054,21.32633,15.704664,19.931657,22.11763,43.573278,29.306827,33.244698,15.226023,22.118928,26.970628,19.79525,20.148197,22.239685,19.800439,23.976314,18.558736,20.147378,19.050209,19.162339,18.696711,18.31079,13.711353,16.814722,13.775868,19.424887,16.524839,13.344034,15.798118,15.302319,11.246061,15.514998,16.32256,17.675163,13.808566,16.375607,19.715896,14.244013,16.971287,14.553204,20.531533,16.10244,32.132393,25.620327,25.311548,22.755642,32.206472,30.908467,27.683989,18.270999,22.357239,12.974507,29.644895,13.27437,21.301133,28.401358,20.715979,9.19398
Textiles and Textile Articles,56,"WADDING, FELT AND NONWOVENS; SPECIAL YARNS; ROPES",33.514479,37.762146,51.962038,40.599541,42.328105,43.756479,33.507193,124.068194,30.029978,48.083107,32.477792,26.949129,27.950167,29.358388,27.47156,22.076765,36.857059,41.27431,33.309433,47.003399,33.495373,41.76328,38.965313,36.751018,43.410598,45.51532,41.757731,42.199463,43.645539,37.39569,44.224243,48.38423,38.387129,57.98668,54.255002,42.268753,41.624989,38.496555,45.191083,39.554925,36.820638,31.579825,40.325884,32.221503,37.904402,37.224694,33.918501,34.244388,40.271609,39.02121,35.848122,28.728421,32.660827,31.076233,50.241772,42.331362,43.05603,36.372007,31.753515,42.118883,36.733394,41.089044,44.476759,58.515119,62.937509,56.028511,65.01711,57.137734,52.759814,54.883195,65.196046,57.151905,60.203661,41.857217,51.819425,58.229174,64.044851,63.882851,49.076436,57.123932,49.735562,46.08084,58.719997,51.767582,60.770881,51.239562,62.308311,54.183916,66.216845,54.668719,43.816349
Textiles and Textile Articles,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,33.29443,30.267248,41.604478,37.16052,33.354994,40.739546,36.902053,33.344265,26.491883,40.350527,37.33481,43.014674,39.242197,37.74589,41.239082,40.534143,44.600697,32.466534,34.945343,37.77236,20.580896,34.856155,27.479917,33.510914,29.804387,31.724965,36.122992,37.615352,38.518899,25.212529,35.174576,32.7419,27.527519,33.770721,38.35182,36.191777,29.731882,29.131893,28.532149,40.177728,38.353292,30.445662,29.022851,21.433665,21.183099,24.106162,20.888477,19.737322,14.79604,17.124177,14.867166,14.872792,14.605213,10.111018,9.425007,7.865742,9.230523,14.874049,15.079364,19.697094,16.484499,18.510711,15.121027,7.01662,5.404135,8.434241,14.269651,14.361138,17.4375,22.229857,27.71206,23.886129,17.535163,15.569564,19.237041,16.587678,22.58756,24.679136,22.385347,21.958983,19.287384,21.571337,21.24642,29.171364,22.020038,29.097833,34.069352,27.613428,27.552698,35.817718,29.587773
Textiles and Textile Articles,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS,1.488112,0.983108,3.495198,1.149117,1.091999,1.001165,0.758568,0.70504,0.598379,1.093672,1.323037,0.862651,1.326103,1.104348,0.784868,0.42002,2.310238,7.464497,3.197012,8.72156,6.033049,6.48763,4.953396,7.3434,5.924198,6.06836,3.802883,1.925332,2.912725,1.045626,2.940318,1.669847,2.012303,1.973332,3.906262,1.64012,1.870257,3.254588,3.457305,4.448851,3.810821,4.400058,4.545368,4.959075,5.185162,2.821497,1.532468,0.606664,2.690039,1.56034,0.763647,0.789859,0.269336,0.219313,0.115976,0.110214,0.604317,0.630795,0.10858,0.084928,3.770762,0.242119,3.123842,0.932295,0.604142,0.295557,0.551732,0.221739,0.33289,0.421579,1.163623,0.461368,0.267474,0.068871,0.782977,1.133022,0.167629,0.31053,0.084536,0.576086,1.274502,0.966682,0.460144,0.375419,0.708808,0.634549,0.903452,0.569421,0.123656,0.623819,0.638675
Textiles and Textile Articles,59,"IMPREGNATED, COATED, OR LAMINATED TEXTILE FABRICS",12.828119,10.724117,9.295033,9.107566,9.391634,8.341673,7.774987,5.263593,2.738108,4.765744,5.056056,10.181001,2.657614,2.573181,3.552277,6.347917,2.573274,2.75319,2.106504,2.972,4.398048,4.700044,2.348929,4.145282,5.74088,2.769338,4.870149,2.014663,2.822957,1.294397,2.062814,4.241745,1.192515,2.229285,2.283391,1.624506,1.852393,1.94039,3.119408,2.594589,2.373141,1.505354,2.295712,0.386753,0.208057,0.685145,0.840163,1.492129,0.924676,0.826793,0.203934,1.28196,0.53386,0.267705,0.679632,0.335557,0.440421,1.474951,0.550624,0.207016,0.758736,0.961408,0.651634,1.097105,2.106597,0.848091,1.260874,0.53793,0.830938,1.189476,0.771995,1.647923,1.514181,2.818225,1.175641,1.623831,0.986503,1.370464,1.479704,4.057632,0.725584,0.846127,0.735501,1.082546,0.847573,1.160099,1.576603,0.57617,0.37393,0.344783,1.377567
Textiles and Textile Articles,60,KNITTED OR CROCHETED FABRICS,0.564039,0.251858,0.795235,0.56762,0.637995,0.332506,0.193352,0.724209,0.386309,0.479437,0.741108,0.321172,0.655942,0.165515,0.074553,0.739419,0.144476,0.210191,0.455218,0.054815,0.043858,0.348554,0.315484,0.225515,0.258443,0.396044,0.098447,0.09553,0.137016,0.022945,0.145713,0.392259,1.31901,0.6777,0.604429,0.283939,0.340392,0.546598,0.667533,0.467014,0.591212,0.29928,0.781612,0.583194,0.41542,0.705062,0.511384,0.379696,0.391703,0.500688,0.613506,0.546816,0.56708,0.326876,1.013083,0.275072,0.3077,0.460903,0.496607,0.293921,0.583302,0.472781,0.423834,0.096988,0.330169,0.257169,0.340841,0.334695,0.435924,0.366861,0.556535,0.514131,0.434041,0.555964,0.682552,1.946545,1.116015,1.816196,0.92482,0.844743,1.198082,1.107505,0.99712,1.023152,1.068517,1.608096,1.415556,1.363761,1.192466,1.849204,1.723332
Textiles and Textile Articles,61,"APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",5.028961,5.691821,5.399254,7.66832,10.286533,7.574605,10.956583,15.539709,4.454354,12.065537,3.768872,3.473132,10.372919,24.391506,6.981932,7.13903,7.994803,12.573755,2.697319,5.405357,8.30887,9.540311,13.380434,4.868863,8.074575,6.194164,14.612336,5.985686,8.929187,6.183893,5.387893,8.01881,1.323348,7.791599,9.517956,6.770237,8.668874,8.704305,14.795586,7.907917,17.953201,3.84955,5.904341,4.676713,6.362962,11.289765,6.17785,5.836548,3.663914,6.143276,9.597607,7.234674,15.856633,5.051055,8.024694,3.232102,2.937962,5.337143,9.655224,13.112096,3.413541,4.348752,9.462793,9.009174,3.131473,5.651599,6.573049,4.907793,5.460805,9.916128,8.872672,4.520065,3.936377,10.314021,21.59343,15.182075,5.563804,12.345895,5.351462,10.264636,13.917357,12.533488,27.835929,12.962314,21.935092,15.257321,24.513962,18.684921,8.102961,17.558933,9.012381
Textiles and Textile Articles,62,"APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED",19.19268,17.770594,21.748018,22.056599,34.260795,30.503404,27.123404,22.55837,25.98318,21.356549,31.605426,19.943676,42.712972,19.04337,19.31989,26.699179,26.873709,34.505579,13.708262,18.139429,11.520829,22.012209,22.566881,26.228305,15.921818,15.560271,23.683052,23.349528,29.487639,16.811661,15.103692,19.200989,6.790996,14.474708,26.082593,25.052526,12.164419,17.312573,17.857336,20.782637,24.078088,20.714569,16.078931,14.058876,21.819943,29.062165,30.714759,19.713931,14.679684,17.386757,24.700238,20.428022,32.527534,14.221233,21.396461,18.746754,14.013191,19.840673,20.949344,22.440375,20.991902,24.105641,30.033674,12.613473,14.382493,22.178494,19.091412,25.297483,17.196483,25.69147,24.545673,24.601656,26.295161,15.040983,29.263017,36.334856,25.140533,25.142431,19.494028,30.011642,22.016406,28.335305,31.357987,50.511814,24.2518,27.526682,35.81757,22.490677,7.928467,22.698283,21.023293
Textiles and Textile Articles,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING,11.714816,9.907043,10.876709,9.235405,8.558113,7.460323,5.181939,7.589428,5.59716,10.100095,9.537431,15.036558,16.003409,10.845751,10.619686,6.415469,8.787457,7.015656,5.91434,9.267127,7.368748,10.765197,17.334183,14.349403,14.758868,8.008201,16.9927,17.701739,18.268284,12.311654,16.002403,25.014315,15.921288,16.653921,23.072399,22.063864,20.91428,16.589412,19.431305,19.311872,20.710982,13.916555,23.845421,15.014965,15.282922,22.544097,14.635724,19.49497,17.746687,15.766596,20.287588,21.129126,21.279515,13.817283,12.3916,9.653562,13.872719,15.46761,12.802124,14.62412,10.396873,17.970736,16.887278,8.995044,7.162898,9.493417,14.301612,11.985372,17.66563,20.577965,23.528378,22.279417,13.720284,17.973304,16.367134,11.906045,9.897136,12.071181,10.25808,12.477874,12.363705,14.338139,20.306051,21.401236,17.660794,12.95484,16.551036,20.628875,19.285431,18.015283,12.99105
"Footwear, Headgear, Umbrellas, Whips, Artificial Flowers, Articles of Human Hair",64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES",1.424183,4.161202,3.626148,2.574903,4.405288,3.256047,1.178248,2.251228,2.305622,1.74389,2.428793,3.220235,6.451377,6.373584,3.911847,2.748544,5.865427,3.489531,1.977958,4.666332,3.220509,2.964427,7.999981,3.321242,3.552813,2.752848,2.5756,3.617574,2.8136,2.407289,2.046784,2.664151,1.505097,4.277429,8.923053,4.61766,3.460786,5.075885,2.435668,6.36079,7.739687,5.993701,3.628739,5.638592,4.870322,5.712328,3.725886,3.172717,2.599387,3.407117,6.067675,5.155938,5.689182,1.765089,3.20954,2.063057,3.954373,11.750796,14.62318,6.69707,3.257794,3.995146,2.435215,1.219276,2.223126,2.905181,3.626015,4.435831,1.946428,3.975562,2.129169,5.258387,4.616837,2.718164,5.896664,4.114063,2.823842,4.348876,3.972201,6.317328,10.741499,8.109046,4.135775,3.584857,5.78089,5.909429,8.385811,5.853588,6.193012,4.854973,6.723877
"Footwear, Headgear, Umbrellas, Whips, Artificial Flowers, Articles of Human Hair",65,HEADGEAR AND PARTS THEREOF,0.705327,0.953135,1.23912,2.486651,1.558879,3.271865,1.019599,0.884764,1.060313,0.881645,0.74517,1.308093,1.039126,0.673303,1.842158,1.773659,1.758754,3.415789,0.752058,1.152429,0.375281,0.763792,0.656814,0.867353,0.491482,1.376976,0.98886,1.861896,2.043004,2.018562,0.214884,0.652812,0.229653,2.105484,2.42573,4.360566,0.627451,0.548923,0.979348,2.106317,8.06284,0.585883,0.418432,0.814712,0.609469,0.193012,1.583161,5.880523,0.422526,1.198258,1.215682,0.710269,2.293866,0.090485,0.559276,0.471102,0.249512,0.625685,3.807182,0.931121,0.87186,0.901803,0.573968,0.13034,0.405941,0.359973,0.489214,0.399475,2.696679,0.400794,0.952989,0.591868,1.791489,0.772661,0.965524,1.481522,1.192656,0.636716,1.389317,2.18355,0.912836,0.18685,1.272332,1.311817,1.483094,6.166785,1.77692,2.487343,3.514749,0.595882,0.771262
"Footwear, Headgear, Umbrellas, Whips, Artificial Flowers, Articles of Human Hair",66,"UMBRELLAS, SUN UMBRELLAS, WALKING STICKS AND THE LIKE",0.000849,0.005997,0.0009,0.0105,0.007017,0.589119,0.061388,0,0.005331,0.00105,0.023755,0.087444,0.012,0.041229,0.005,0.000368,0.008122,0.804227,0.0003,0.014793,0.004133,0.177482,0.106837,0.0005,0.048558,0.35544,0.000459,0.005433,0.006624,0,0.005835,0.020495,0.031407,0.010012,0.004315,0.0025,0.000686,0.00501,0.009586,0.004345,0.000075,0.00525,0.0001,0.00046,0.007135,0.31641,0,0.016132,0.037871,0.012988,0.005271,0.038687,0.064232,0.072155,0.023378,0.02023,0.023756,0.225242,0.199807,0.108754,0,1.426682,0.011295,0.32016,0.104063,0.443286,0.124824,0.003198,0.032713,0.523002,0.657117,0.003096,0.247614,0.220786,0.093644,0.236748,0.380848,0.009843,0.135401,0.056687,0.00573,0.12906,0.199873,0.338482,0.124195,0.302538,0.523384,0.319018,0.367607,0.034372,0.516308
"Footwear, Headgear, Umbrellas, Whips, Artificial Flowers, Articles of Human Hair",67,"PREPARED FEATHERS, DOWN; ARTIFICIAL FLOWERS; HUMAN HAIR",2.776564,3.140815,2.132739,2.271811,1.961207,1.879436,1.797904,2.041473,1.476928,2.099269,3.233722,2.500218,5.710995,25.588598,0.957984,2.597653,1.812597,0.742564,1.287405,1.136401,0.483493,1.061784,0.344922,0.472981,0.161191,0.600687,0.443515,0.451202,0.009914,0.06313,0.099551,0.004482,0.026863,0.022984,0.005102,0.081007,0.03214,0.028845,0.011819,0.012911,0.014427,0.069834,0.059689,0.009903,0.016679,0.004885,0.02473,0.037886,0.040031,0.075368,0.015533,0.07285,0.141483,0.003684,0.034912,0.000204,0.072216,0.097065,0.050303,0.263312,0.153568,0.22598,0.018191,0.000568,0,0.00576,0.228787,0.024725,0.014145,0.215939,0.17443,0.45643,0.235183,0.218801,0.305402,0.164685,0.534474,0.311245,0.293565,0.321016,0.231365,0.544572,0.473618,0.388366,0.306225,0.259399,0.845839,0.226428,0.085248,0.143927,0.160616
"Articles of Stone, of Plaster, Cement, Asbestos, Mica, Ceramic Products, Glassware",68,"ARTICLES OF STONE, PLASTER, CEMENT AND THE LIKE",62.854848,73.2501,69.917068,81.151028,71.751681,68.042716,58.791081,73.772591,57.504893,64.08288,71.586039,68.494917,63.60207,67.974275,75.64575,87.282295,79.591679,85.757915,50.086619,62.342804,51.296111,68.436269,70.276289,68.472378,65.940709,65.700232,78.169484,74.971855,77.287323,45.170756,73.312472,69.198773,52.294448,77.832212,76.800398,91.431497,71.319667,72.898293,78.65526,75.91232,86.29726,55.455701,82.856804,61.787772,66.352257,78.109588,86.879699,82.627366,81.612905,68.270018,72.947701,73.721177,76.578542,55.02918,78.852836,58.244627,70.008092,81.677972,70.278027,72.899614,78.28665,73.615463,56.874081,47.400762,31.095673,49.18894,68.577574,62.669367,69.989636,65.624406,62.169235,65.620022,61.221328,57.62327,64.516412,54.627145,52.115064,61.382783,49.483141,54.712772,52.655569,55.843445,57.217902,57.969176,54.420212,53.392209,65.102891,67.575166,65.974836,66.56837,54.414459
"Articles of Stone, of Plaster, Cement, Asbestos, Mica, Ceramic Products, Glassware",69,CERAMIC PRODUCTS,19.602485,21.840559,24.967423,23.432678,27.486846,25.079947,19.161249,35.830537,20.826518,31.723034,32.519776,28.314376,32.32944,26.970169,26.248284,24.47516,31.704472,24.904002,21.076249,26.317784,21.953779,30.264398,32.84631,25.672056,23.046746,18.69775,22.993618,21.387264,24.880139,9.780481,13.29787,15.347785,7.96625,15.554868,13.245716,11.868069,10.655869,12.249009,11.44053,16.614906,16.075734,10.092578,14.606597,11.55077,15.400166,15.12309,19.87604,12.064888,12.436677,14.2036,14.066381,12.260688,10.602248,12.75373,12.878819,10.529408,18.412649,10.58122,13.955613,11.260976,9.785188,9.682702,8.479267,1.45608,5.913185,5.788697,8.971161,7.147241,13.323308,6.719715,9.469141,8.79469,10.312399,9.020916,12.528412,9.91778,6.402865,10.228806,7.559688,20.017139,21.984533,13.263989,13.368393,17.509157,18.399392,16.050586,21.672687,14.38841,13.237743,21.511187,12.102562
"Articles of Stone, of Plaster, Cement, Asbestos, Mica, Ceramic Products, Glassware",70,GLASS AND GLASSWARE,78.700485,57.968788,67.184227,70.265058,62.725366,70.370196,51.425093,65.422462,48.978876,71.856339,73.249388,84.348913,72.115235,67.43038,61.995103,63.902703,80.979985,67.183164,56.106162,75.324686,55.236114,63.203727,60.958536,59.182391,61.306238,63.469397,75.854257,75.453047,86.221296,60.11714,74.456827,81.204479,67.655296,88.05444,81.793012,83.922317,83.846768,92.134536,86.3787,83.539801,93.901684,79.402628,106.032878,91.158309,100.228555,96.032151,85.153769,98.383091,91.111808,175.909213,90.372967,80.768249,85.102792,66.492907,80.195744,72.997349,76.006781,76.913631,64.016691,84.710077,67.144524,72.885834,70.078324,45.001048,65.706103,56.211446,76.228579,81.215949,83.854167,75.020735,80.240261,76.994728,86.271696,77.394313,105.475335,88.64387,94.206757,557.989023,130.938474,113.418247,101.892356,117.725603,113.518594,112.946642,76.028666,93.026231,97.404213,95.73911,104.990796,111.784951,92.353487
"Pearls, Precious and Semi-Precious, False Jewelry",71,"PEARLS, PRECIOUS AND SEMI STONES, PRECIOUS METALS; COIN",83.731257,224.851475,172.03525,172.331031,228.148288,175.184907,178.002663,111.620934,98.88955,789.987779,211.507924,152.836154,165.40784,566.677594,439.135952,351.752827,831.251787,328.084835,254.442128,410.338396,283.948114,296.064304,364.895445,255.44305,187.304973,234.046377,295.982092,280.030707,864.682765,159.739982,260.338871,264.586939,321.03446,409.493428,393.432767,349.956802,235.540793,200.775882,420.881492,774.851023,283.446313,46.674524,328.497588,202.803611,251.783103,248.688279,519.300525,100.4599,380.753225,555.094008,325.642051,932.139289,280.549503,443.029397,515.572728,391.544896,524.311681,543.957615,469.924556,377.37094,397.546229,381.242317,370.723939,255.304518,25.064581,793.376113,499.838009,2149.847361,1367.456111,1095.849122,781.60051,437.060978,598.323237,380.204908,484.869978,442.238,481.191708,766.658477,329.12781,309.517587,311.802517,396.689457,2396.144789,776.213613,343.351678,414.953896,592.901499,726.636189,566.296175,477.937383,318.152621
Base Metals and Articles of Base Metals,72,IRON AND STEEL,141.044124,83.86355,167.038356,152.310648,90.70568,134.774212,182.870137,132.17744,87.551418,132.794442,103.103144,83.837893,116.05026,78.809629,102.790773,140.203151,152.801104,113.635329,55.137705,104.716093,74.851572,111.668294,116.918727,134.85951,157.829205,121.819785,113.431693,121.080621,117.546226,126.919475,103.04996,164.0155,118.836958,223.125896,245.785286,450.352809,592.635553,574.33273,494.893522,495.813643,433.945521,604.152051,413.025434,402.945436,286.187784,331.186213,341.873774,306.386515,284.944682,277.039835,284.767173,206.726265,219.119057,180.004926,168.837997,161.734722,222.791438,241.880401,177.342142,252.803399,235.936781,246.462152,253.553293,96.15147,100.99954,153.548717,170.53005,336.096791,193.783126,149.656647,203.884812,211.071324,196.655279,180.453071,358.498758,425.967328,681.536695,496.208119,661.225849,252.458526,338.352833,431.303283,515.04052,317.056419,328.522021,324.378498,610.033275,672.598523,348.045585,295.663222,233.033573
